5072 163697015 17418566 141081426 17418566
5136 167871482 17880805 144682720 17880805
5200 172062336 18309292 148291006 18309292
5264 176341431 18783089 151982556 18783089
5328 180636091 19222181 155680220 19222181
5392 185019892 19707612 159462104 19707612
5456 189418104 20157478 163248892 20157478
5520 193906794 20654326 167121293 20654326
5584 198409021 21114633 170997668 21114633
5648 203002168 21623259 174960154 21623259
5712 207608185 22094193 178925891 22094193
5776 212306017 22614400 182978690 22614400
5840 217015827 23095947 187033792 23095947
5904 221818304 23627750 191176864 23627750
5968 226631915 24119922 195321339 24119922
6032 231539069 24663317 199554716 24663317
6096 236456452 25166112 203788535 25166112
