50000000 1.911765 2.687802 3.117506
130000000 1.970899 2.765005 3.401736
210000000 2.024330 2.725949 3.408735
290000000 1.940265 2.840946 3.376929
370000000 1.926997 2.828057 3.536235
450000000 1.968812 2.826220 3.253384
530000000 1.935789 2.877267 3.592302
610000000 1.957951 2.882270 3.280465
690000000 1.944851 2.828122 3.374292
770000000 1.958328 2.878617 3.591563
850000000 1.981519 2.631953 3.636372
