5072 100391270 11097730 76245095 11097730
5136 103037766 11367264 78277630 11367264
5200 105553321 11643432 80171133 11643432
5264 108078528 11963119 82071898 11963119
5328 110785215 12245543 84140253 12245543
5392 113564403 12528583 86274689 12528583
5456 116204512 12818582 88261935 12818582
5520 118853460 13153761 90255890 13153761
5584 121690976 13449785 92424219 13449785
5648 124603035 13746382 94660735 13746382
5712 127367924 14049942 96741950 14049942
5776 130140299 14400861 98828781 14400861
5840 133108773 14710571 101097213 14710571
5904 136153575 15020658 103435681 15020658
5968 139043054 15337882 105610675 15337882
6032 141939094 15704468 107790620 15704468
6096 145038468 16027811 110159097 16027811
