5072 195081926 67930673 172468623 67930670
5136 200058449 69673227 176873938 69673224
5200 205052312 71401997 181283326 71401994
5264 210153655 73188248 185799137 73188245
5328 215271219 74959830 190317750 74959827
5392 220497380 76789783 194944055 76789780
5456 225738478 78604273 199571726 78604270
5520 231089564 80477803 204308632 80477800
5584 236454484 82334998 209045649 82334995
5648 241930230 84252326 213892891 84252323
5712 247418855 86152355 218739137 86152352
5776 253019400 88113354 223696854 88113351
5840 258631696 90056177 228652295 90056174
5904 264357043 92060878 233720494 92060878
5968 270093047 94046512 238785167 94046512
6032 275943197 96094911 243963841 96094911
6096 281802883 98123363 249137720 98123363
